Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 13:56:19.154,COM3,, -0.0015, -0.0156, 1.0010, -1.2817, -0.4883, 0.1831, -3.115, -0.786, -13.129, -5.740, 23.860, -11.693, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11444,
 13:56:20.056,COM3,, -0.0015, -0.0156, 1.0010, -1.2817, -0.4883, 0.1831, -3.115, -0.786, -13.129, -5.747, 23.860, -11.700, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11447,
 13:56:20.056,COM3,, -0.0010, -0.0156, 1.0010, -1.2817, -0.4883, 0.1831, -3.115, -0.786, -13.129, -5.767, 23.860, -11.700, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11447,
 13:56:20.071,COM3,, -0.0010, -0.0151, 1.0010, -1.2817, -0.4883, 0.1831, -3.115, -0.786, -13.129, -5.767, 23.853, -11.713, 27.27,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11447,
 13:56:20.072,COM3,, -0.0010, -0.0151, 1.0010, -1.2817, -0.4883, 0.1831, -3.115, -0.786, -13.129, -5.753, 23.860, -11.733, 27.27,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11447,
 13:56:20.072,COM3,, -0.0010, -0.0151, 1.0010, -1.2817, -0.4883, 0.1831, -3.115, -0.786, -13.129, -5.740, 23.860, -11.747, 27.27,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11447,
 13:56:20.072,COM3,, 0.0000, -0.0151, 1.0010, -1.2817, -0.4883, 0.1831, -3.115, -0.786, -13.129, -5.727, 23.867, -11.753, 27.27,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.072,COM3,, 0.0000, -0.0166, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.720, 23.887, -11.760, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.072,COM3,, 0.0000, -0.0166, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.713, 23.900, -11.773, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.072,COM3,, 0.0000, -0.0166, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.727, 23.920, -11.767, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.072,COM3,, 0.0005, -0.0166, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.760, 23.933, -11.780, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.072,COM3,, 0.0005, -0.0176, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.773, 23.940, -11.780, 27.36,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.072,COM3,, 0.0005, -0.0176, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.773, 23.940, -11.780, 27.36,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.072,COM3,, 0.0005, -0.0176, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.773, 23.933, -11.780, 27.36,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.073,COM3,, 0.0010, -0.0176, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.780, 23.920, -11.787, 27.36,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.073,COM3,, 0.0010, -0.0181, 1.0015, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.134, -5.807, 23.900, -11.787, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.073,COM3,, 0.0010, -0.0181, 1.0015, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.134, -5.833, 23.900, -11.787, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.073,COM3,, 0.0010, -0.0181, 1.0015, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.847, 23.907, -11.773, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.073,COM3,, 0.0000, -0.0181, 1.0015, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.840, 23.920, -11.760, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11456,
 13:56:20.073,COM3,, 0.0000, -0.0171, 1.0020, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.800, 23.933, -11.747, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11456,
 13:56:20.073,COM3,, 0.0000, -0.0171, 1.0020, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.753, 23.947, -11.747, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11456,
 13:56:20.073,COM3,, 0.0000, -0.0171, 1.0020, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.707, 23.953, -11.740, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11456,
 13:56:20.073,COM3,, -0.0015, -0.0171, 1.0020, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.673, 23.947, -11.753, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11456,
 13:56:20.073,COM3,, -0.0015, -0.0146, 1.0010, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.140, -5.640, 23.940, -11.760, 27.25,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.073,COM3,, -0.0015, -0.0146, 1.0010, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.140, -5.627, 23.940, -11.753, 27.25,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.073,COM3,, -0.0015, -0.0146, 1.0010, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.140, -5.607, 23.933, -11.740, 27.25,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.073,COM3,, -0.0015, -0.0146, 1.0010, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.607, 23.933, -11.720, 27.25,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.074,COM3,, -0.0015, -0.0137, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.607, 23.947, -11.707, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.074,COM3,, -0.0015, -0.0137, 1.0015, -1.3428, -0.4883, 0.1831, -3.115, -0.786, -13.134, -5.587, 23.953, -11.687, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.074,COM3,, -0.0015, -0.0137, 1.0015, -1.3428, -0.4883, 0.1831, -3.115, -0.786, -13.134, -5.593, 23.940, -11.667, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.074,COM3,, -0.0010, -0.0137, 1.0015, -1.3428, -0.4883, 0.1831, -3.115, -0.786, -13.134, -5.593, 23.933, -11.660, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.074,COM3,, -0.0010, -0.0137, 1.0015, -1.2817, -0.5493, 0.1831, -3.115, -0.786, -13.134, -5.600, 23.927, -11.647, 27.28,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.074,COM3,, -0.0010, -0.0137, 1.0015, -1.2817, -0.5493, 0.1831, -3.109, -0.786, -13.134, -5.633, 23.907, -11.633, 27.28,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.074,COM3,, -0.0010, -0.0137, 1.0015, -1.2817, -0.5493, 0.1831, -3.109, -0.786, -13.134, -5.647, 23.900, -11.627, 27.28,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.074,COM3,, 0.0000, -0.0137, 1.0015, -1.2817, -0.5493, 0.1831, -3.109, -0.786, -13.134, -5.660, 23.893, -11.620, 27.28,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.074,COM3,, 0.0000, -0.0151, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.667, 23.887, -11.627, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.074,COM3,, 0.0000, -0.0151, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.660, 23.880, -11.620, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.074,COM3,, 0.0000, -0.0151, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.660, 23.880, -11.620, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.075,COM3,, 0.0010, -0.0151, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.667, 23.880, -11.627, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.075,COM3,, 0.0010, -0.0171, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.680, 23.887, -11.627, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.075,COM3,, 0.0010, -0.0171, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.707, 23.907, -11.627, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.075,COM3,, 0.0010, -0.0171, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.727, 23.920, -11.627, 27.30,,,,,,,,,,,, 0.99298, -0.02774, -0.00372, -0.11450,
 13:56:20.075,COM3,, 0.0005, -0.0171, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.740, 23.940, -11.613, 27.30,,,,,,,,,,,, 0.99298, -0.02774, -0.00372, -0.11450,
 13:56:20.075,COM3,, 0.0005, -0.0190, 1.0010, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.733, 23.947, -11.593, 27.33,,,,,,,,,,,, 0.99298, -0.02774, -0.00372, -0.11450,
 13:56:20.075,COM3,, 0.0005, -0.0190, 1.0010, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.720, 23.953, -11.573, 27.33,,,,,,,,,,,, 0.99298, -0.02774, -0.00372, -0.11450,
 13:56:20.075,COM3,, 0.0005, -0.0190, 1.0010, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.720, 23.960, -11.560, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11450,
 13:56:20.076,COM3,, -0.0005, -0.0190, 1.0010, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.733, 23.960, -11.573, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.076,COM3,, -0.0005, -0.0181, 1.0010, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.134, -5.740, 23.953, -11.600, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.076,COM3,, -0.0005, -0.0181, 1.0010, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.134, -5.747, 23.953, -11.653, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.076,COM3,, -0.0005, -0.0181, 1.0010, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.134, -5.740, 23.947, -11.713, 27.30,,,,,,,,,,,, 0.99298, -0.02774, -0.00372, -0.11453,
 13:56:20.076,COM3,, -0.0015, -0.0181, 1.0010, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.134, -5.733, 23.947, -11.753, 27.30,,,,,,,,,,,, 0.99298, -0.02774, -0.00372, -0.11453,
 13:56:20.076,COM3,, -0.0015, -0.0166, 1.0020, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.747, 23.947, -11.760, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.076,COM3,, -0.0015, -0.0166, 1.0020, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.733, 23.947, -11.720, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.076,COM3,, -0.0015, -0.0166, 1.0020, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.753, 23.947, -11.680, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.076,COM3,, 0.0000, -0.0166, 1.0020, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.134, -5.767, 23.940, -11.667, 27.33,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.077,COM3,, 0.0000, -0.0151, 1.0010, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.773, 23.933, -11.653, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.077,COM3,, 0.0000, -0.0151, 1.0010, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.800, 23.913, -11.673, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11453,
 13:56:20.077,COM3,, 0.0000, -0.0151, 1.0010, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.820, 23.893, -11.700, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11456,
 13:56:20.077,COM3,, 0.0005, -0.0151, 1.0010, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.833, 23.887, -11.713, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11456,
 13:56:20.077,COM3,, 0.0005, -0.0146, 1.0020, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.140, -5.840, 23.880, -11.707, 27.27,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11456,
 13:56:20.077,COM3,, 0.0005, -0.0146, 1.0020, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.140, -5.840, 23.887, -11.727, 27.27,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11456,
 13:56:20.077,COM3,, 0.0005, -0.0146, 1.0020, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.140, -5.847, 23.900, -11.733, 27.27,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11456,
 13:56:20.077,COM3,, 0.0000, -0.0146, 1.0020, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.145, -5.847, 23.920, -11.740, 27.27,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11459,
 13:56:20.077,COM3,, 0.0000, -0.0142, 1.0015, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.145, -5.860, 23.933, -11.753, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11459,
 13:56:20.077,COM3,, 0.0000, -0.0142, 1.0015, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.145, -5.887, 23.960, -11.753, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11459,
 13:56:20.078,COM3,, 0.0000, -0.0142, 1.0015, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.145, -5.900, 23.973, -11.740, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11462,
 13:56:20.078,COM3,, 0.0000, -0.0142, 1.0015, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.145, -5.913, 23.973, -11.733, 27.30,,,,,,,,,,,, 0.99298, -0.02777, -0.00372, -0.11462,
 13:56:20.078,COM3,, 0.0000, -0.0151, 1.0010, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.145, -5.920, 23.973, -11.720, 27.31,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11462,
 13:56:20.078,COM3,, 0.0000, -0.0151, 1.0010, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.151, -5.920, 23.973, -11.693, 27.31,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11465,
 13:56:20.078,COM3,, 0.0000, -0.0151, 1.0010, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.151, -5.913, 23.960, -11.680, 27.31,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11465,
 13:56:20.078,COM3,, -0.0010, -0.0151, 1.0010, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.151, -5.880, 23.973, -11.647, 27.31,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11465,
 13:56:20.078,COM3,, -0.0010, -0.0161, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.151, -5.860, 23.967, -11.620, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11465,
 13:56:20.078,COM3,, -0.0010, -0.0161, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.151, -5.847, 23.960, -11.593, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11469,
 13:56:20.078,COM3,, -0.0010, -0.0161, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.847, 23.960, -11.587, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11469,
 13:56:20.078,COM3,, -0.0005, -0.0161, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.860, 23.953, -11.600, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11469,
 13:56:20.078,COM3,, -0.0005, -0.0176, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.880, 23.953, -11.613, 27.28,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11472,
 13:56:20.078,COM3,, -0.0005, -0.0176, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.867, 23.960, -11.647, 27.28,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11472,
 13:56:20.078,COM3,, -0.0005, -0.0176, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.847, 23.953, -11.640, 27.28,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11472,
 13:56:20.078,COM3,, -0.0005, -0.0176, 1.0015, -1.3428, -0.4883, 0.1831, -3.115, -0.786, -13.162, -5.820, 23.953, -11.647, 27.28,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.078,COM3,, -0.0005, -0.0181, 1.0015, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.800, 23.953, -11.640, 27.27,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, -0.0005, -0.0181, 1.0015, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.813, 23.953, -11.627, 27.27,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, -0.0005, -0.0181, 1.0015, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.840, 23.953, -11.613, 27.27,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0181, 1.0015, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.847, 23.967, -11.633, 27.27,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0176, 1.0020, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.833, 23.987, -11.647, 27.36,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0176, 1.0020, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.807, 24.007, -11.640, 27.36,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0176, 1.0020, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.787, 24.020, -11.633, 27.36,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0176, 1.0020, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.760, 24.020, -11.627, 27.36,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0171, 1.0010, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.767, 24.007, -11.607, 27.31,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0171, 1.0010, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.767, 23.993, -11.620, 27.31,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0171, 1.0010, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.747, 23.980, -11.640, 27.31,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0171, 1.0010, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.162, -5.747, 23.973, -11.673, 27.31,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0156, 1.0010, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.753, 23.967, -11.700, 27.33,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0156, 1.0010, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.733, 23.967, -11.727, 27.33,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.079,COM3,, 0.0000, -0.0156, 1.0010, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.707, 23.967, -11.747, 27.33,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.080,COM3,, 0.0000, -0.0156, 1.0010, -1.3428, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.673, 23.973, -11.740, 27.33,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.080,COM3,, 0.0000, -0.0146, 1.0010, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.647, 23.987, -11.720, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.080,COM3,, 0.0000, -0.0146, 1.0010, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.647, 23.987, -11.680, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.080,COM3,, 0.0000, -0.0146, 1.0010, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.667, 23.967, -11.680, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.080,COM3,, -0.0010, -0.0146, 1.0010, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.687, 23.953, -11.680, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11475,
 13:56:20.080,COM3,, -0.0010, -0.0142, 1.0020, -1.2817, -0.4883, 0.2441, -3.115, -0.786, -13.162, -5.707, 23.947, -11.687, 27.33,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11472,
 13:56:20.080,COM3,, -0.0010, -0.0142, 1.0020, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.162, -5.713, 23.947, -11.713, 27.33,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11472,
 13:56:20.080,COM3,, -0.0010, -0.0142, 1.0020, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.162, -5.713, 23.967, -11.740, 27.33,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11472,
 13:56:20.080,COM3,, -0.0010, -0.0142, 1.0020, -1.2817, -0.4883, 0.2441, -3.109, -0.786, -13.156, -5.713, 23.973, -11.753, 27.33,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11472,
 13:56:20.080,COM3,, -0.0010, -0.0146, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.707, 23.973, -11.740, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11472,
 13:56:20.080,COM3,, -0.0010, -0.0146, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.700, 23.980, -11.720, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11472,
 13:56:20.080,COM3,, -0.0010, -0.0146, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.687, 23.980, -11.680, 27.30,,,,,,,,,,,, 0.99295, -0.02777, -0.00372, -0.11472,
 13:56:20.080,COM3,, -0.0010, -0.0146, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.687, 23.993, -11.667, 27.30,,,,,,,,,,,, 0.99295, -0.02774, -0.00372, -0.11472,
 13:56:20.080,COM3,, 0.0000, -0.0146, 1.0015, -1.2817, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.693, 24.013, -11.667, 27.30,,,,,,,,,,,, 0.99295, -0.02774, -0.00372, -0.11472,
 13:56:20.080,COM3,, 0.0000, -0.0166, 1.0015, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.156, -5.707, 24.020, -11.660, 27.27,,,,,,,,,,,, 0.99295, -0.02774, -0.00372, -0.11472,
 13:56:20.081,COM3,, 0.0000, -0.0166, 1.0015, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.156, -5.713, 24.020, -11.660, 27.27,,,,,,,,,,,, 0.99295, -0.02774, -0.00372, -0.11472,
 13:56:20.081,COM3,, 0.0000, -0.0166, 1.0015, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.156, -5.713, 24.020, -11.653, 27.27,,,,,,,,,,,, 0.99295, -0.02774, -0.00372, -0.11472,
 13:56:20.081,COM3,, -0.0010, -0.0166, 1.0015, -1.3428, -0.4883, 0.2441, -3.109, -0.786, -13.156, -5.700, 24.013, -11.640, 27.27,,,,,,,,,,,, 0.99295, -0.02774, -0.00372, -0.11472,
 13:56:20.081,COM3,, -0.0010, -0.0171, 1.0015, -1.3428, -0.4883, 0.1831, -3.109, -0.786, -13.156, -5.660, 24.007, -11.627, 27.28,,,,,,,,,,,, 0.99295, -0.02774, -0.00372, -0.11472,
